,area_type,total_sqft,bath,balcony,price,bhk
6737,Super built-up  Area,1140.0,2.0,1.0,33.84,2.0
6738,Super built-up  Area,1105.0,2.0,2.0,90.0,2.0
6739,Built-up  Area,1200.0,2.0,1.0,34.65,2.0
6740,Super built-up  Area,905.0,1.0,1.0,62.0,1.0
6742,Super built-up  Area,1185.0,2.0,1.0,50.0,2.0
6743,Super built-up  Area,1083.0,2.0,1.0,100.0,2.0
6744,Super built-up  Area,1458.0,3.0,2.0,60.0,3.0
6745,Super built-up  Area,1555.0,3.0,2.0,75.0,3.0
6746,Built-up  Area,1200.0,2.0,2.0,45.0,2.0
6747,Super built-up  Area,1308.0,2.0,1.0,58.86,2.0
6748,Super built-up  Area,1024.0,2.0,2.0,44.0,2.0
6750,Super built-up  Area,1450.0,3.0,1.0,75.0,3.0
6751,Super built-up  Area,1639.0,3.0,3.0,120.0,3.0
6753,Super built-up  Area,1232.0,2.0,1.0,87.0,2.0
6757,Super built-up  Area,1230.0,2.0,1.0,79.0,2.0
6758,Plot  Area,1350.0,4.0,2.0,140.0,4.0
6759,Super built-up  Area,1076.0,2.0,2.0,67.0,2.0
6761,Super built-up  Area,995.0,2.0,2.0,34.82,3.0
6765,Super built-up  Area,1096.0,2.0,2.0,40.55,2.0
6766,Super built-up  Area,1107.83,2.0,1.0,41.51,2.0
6768,Super built-up  Area,1320.0,2.0,2.0,115.0,2.0
6769,Super built-up  Area,1431.5,3.0,0.0,72.02,3.0
6770,Super built-up  Area,1320.0,2.0,1.0,99.26,2.0
6772,Built-up  Area,1315.0,2.0,2.0,65.0,3.0
6773,Super built-up  Area,1000.0,2.0,1.0,44.0,2.0
6774,Super built-up  Area,1596.0,3.0,3.0,79.8,3.0
6777,Super built-up  Area,1350.0,3.0,2.0,47.25,3.0
6779,Super built-up  Area,1175.0,2.0,2.0,79.0,2.0
6780,Super built-up  Area,921.0,2.0,1.0,29.47,2.0
6782,Super built-up  Area,1713.0,3.0,3.0,125.0,3.0
6783,Built-up  Area,1200.0,2.0,0.0,43.0,2.0
6784,Built-up  Area,1900.0,4.0,1.0,90.0,3.0
6785,Super built-up  Area,1664.0,3.0,2.0,68.0,3.0
6786,Super built-up  Area,1795.0,3.0,2.0,139.0,3.0
6787,Built-up  Area,600.0,1.0,1.0,19.5,1.0
6788,Built-up  Area,1240.0,2.0,3.0,65.0,2.0
6789,Super built-up  Area,1965.0,4.0,2.0,132.0,3.0
6792,Super built-up  Area,1200.0,2.0,2.0,59.76,2.0
6793,Super built-up  Area,1112.0,2.0,3.0,68.0,2.0
6795,Super built-up  Area,1136.0,2.0,3.0,64.5,2.0
6796,Super built-up  Area,914.0,2.0,2.0,55.0,2.0
6797,Super built-up  Area,1270.0,2.0,1.0,50.79,3.0
6798,Super built-up  Area,1050.0,2.0,2.0,47.25,2.0
6799,Super built-up  Area,1385.0,2.0,2.0,68.5,3.0
6800,Super built-up  Area,990.0,2.0,3.0,35.0,2.0
6801,Built-up  Area,845.0,2.0,2.0,43.0,2.0
6802,Super built-up  Area,1485.0,2.0,1.0,96.51,2.0
6803,Super built-up  Area,1460.0,2.0,3.0,43.79,3.0
6804,Super built-up  Area,1450.0,2.0,1.0,57.0,2.0
6805,Built-up  Area,1360.0,2.0,1.0,53.0,3.0
6806,Built-up  Area,1375.0,2.0,3.0,58.0,2.0
6807,Super built-up  Area,1125.0,2.0,1.0,48.0,2.0
6808,Super built-up  Area,720.0,1.0,1.0,60.0,1.0
6809,Super built-up  Area,1460.0,2.0,2.0,100.0,3.0
6810,Built-up  Area,1107.0,2.0,2.0,40.0,2.0
6811,Built-up  Area,1158.0,2.0,3.0,75.0,2.0
6812,Super built-up  Area,800.0,1.0,1.0,30.0,2.0
6814,Super built-up  Area,1760.0,3.0,2.0,128.0,3.0
6820,Super built-up  Area,1706.0,3.0,3.0,154.0,3.0
6821,Super built-up  Area,1600.0,3.0,2.0,112.0,3.0
6823,Super built-up  Area,1755.0,3.0,3.0,101.0,3.0
6825,Super built-up  Area,1200.0,2.0,2.0,67.0,2.0
6826,Super built-up  Area,1266.67,2.0,0.0,69.0,2.0
6829,Super built-up  Area,1300.0,3.0,2.0,64.0,3.0
6830,Plot  Area,800.0,3.0,3.0,60.0,3.0
6832,Super built-up  Area,1029.5,2.0,0.0,50.855,2.0
6833,Super built-up  Area,1128.0,2.0,2.0,40.0,2.0
6834,Plot  Area,2000.0,2.0,1.0,160.0,2.0
6835,Super built-up  Area,1210.0,2.0,1.0,80.0,2.0
6837,Super built-up  Area,1151.0,2.0,2.0,39.0,2.0
6840,Super built-up  Area,1017.0,2.0,2.0,27.0,2.0
6844,Super built-up  Area,1750.0,3.0,3.0,86.5,3.0
6845,Built-up  Area,1163.0,2.0,1.0,65.0,2.0
6846,Super built-up  Area,1650.0,3.0,3.0,110.0,3.0
6847,Super built-up  Area,1800.0,3.0,3.0,95.0,3.0
6848,Super built-up  Area,1100.0,2.0,1.0,58.0,2.0
6849,Built-up  Area,1200.0,2.0,2.0,60.0,2.0
6850,Super built-up  Area,1410.0,3.0,2.0,65.0,3.0
6851,Super built-up  Area,1933.0,3.0,2.0,98.0,3.0
6852,Super built-up  Area,1200.0,2.0,2.0,45.6,2.0
6853,Super built-up  Area,1608.0,2.0,3.0,63.0,3.0
6855,Super built-up  Area,1156.0,2.0,2.0,46.9,2.0
6856,Plot  Area,1230.0,2.0,0.0,75.0,2.0
6857,Super built-up  Area,770.0,1.0,1.0,43.82,1.0
6858,Super built-up  Area,1777.26,3.0,2.0,105.0,3.0
6859,Super built-up  Area,1339.0,2.0,2.0,85.0,2.0
6861,Built-up  Area,1080.0,2.0,2.0,44.8,2.0
6863,Plot  Area,2400.0,2.0,2.0,135.0,2.0
6864,Built-up  Area,1450.0,3.0,3.0,72.0,3.0
6865,Super built-up  Area,1075.0,2.0,2.0,53.0,2.0
6866,Super built-up  Area,1163.0,2.0,2.0,62.0,3.0
6867,Built-up  Area,1200.0,2.0,0.0,65.0,2.0
6870,Built-up  Area,1299.0,2.0,1.0,100.0,2.0
6872,Super built-up  Area,1170.0,2.0,2.0,75.0,2.0
6875,Super built-up  Area,1140.0,2.0,1.0,43.32,2.0
6876,Super built-up  Area,1900.0,3.0,3.0,125.0,3.0
6878,Super built-up  Area,1110.0,2.0,1.0,39.95,2.0
6880,Super built-up  Area,1089.0,2.0,1.0,60.0,2.0
6881,Plot  Area,880.0,2.0,1.0,48.0,2.0
6882,Built-up  Area,1080.0,2.0,2.0,32.0,2.0
6883,Super built-up  Area,1093.0,2.0,1.0,68.1,2.0
6884,Super built-up  Area,1480.0,3.0,1.0,75.48,3.0
6885,Super built-up  Area,1703.0,3.0,2.0,125.0,3.0
6887,Super built-up  Area,1690.0,3.0,2.0,116.0,3.0
6888,Super built-up  Area,1305.0,2.0,1.0,78.0,2.0
6889,Super built-up  Area,1257.0,2.0,2.0,40.22,3.0
6890,Super built-up  Area,1150.0,2.0,2.0,45.0,2.0
6891,Super built-up  Area,1194.0,2.0,0.0,55.0,2.0
6892,Built-up  Area,2000.0,3.0,1.0,90.0,3.0
6893,Plot  Area,1500.0,4.0,1.0,99.0,3.0
6894,Built-up  Area,1025.0,2.0,0.0,42.5,2.0
6895,Built-up  Area,980.0,2.0,1.0,38.19,2.0
6896,Plot  Area,1200.0,2.0,1.0,100.0,3.0
6897,Super built-up  Area,2225.0,3.0,1.0,149.0,3.0
6898,Super built-up  Area,1022.0,2.0,2.0,57.0,2.0
6899,Plot  Area,882.0,3.0,0.0,72.0,4.0
6900,Built-up  Area,1153.0,2.0,2.0,45.0,2.0
6901,Super built-up  Area,1175.0,2.0,2.0,60.0,2.0
6902,Built-up  Area,1560.0,3.0,3.0,68.0,3.0
6903,Built-up  Area,650.0,1.0,1.0,17.0,1.0
6904,Plot  Area,600.0,3.0,2.0,65.0,3.0
6905,Super built-up  Area,1350.0,3.0,2.0,55.0,2.0
6907,Super built-up  Area,1200.0,1.0,1.0,54.0,2.0
6908,Super built-up  Area,800.0,2.0,1.0,25.0,2.0
6909,Super built-up  Area,2093.0,4.0,1.0,104.0,4.0
6910,Super built-up  Area,1320.0,2.0,2.0,55.44,3.0
6911,Super built-up  Area,1275.0,2.0,1.0,73.0,2.0
6912,Super built-up  Area,1215.0,2.0,2.0,43.13,2.0
6914,Super built-up  Area,1444.0,2.0,2.0,71.5,3.0
6915,Super built-up  Area,950.0,2.0,2.0,38.0,2.0
6917,Super built-up  Area,1240.0,2.0,2.0,59.52,3.0
6919,Super built-up  Area,1231.0,2.0,2.0,50.0,2.0
6920,Super built-up  Area,1300.0,2.0,1.0,120.0,2.0
6921,Super built-up  Area,1713.0,3.0,2.0,110.0,3.0
6924,Built-up  Area,1310.0,2.0,0.0,46.0,3.0
6925,Super built-up  Area,790.0,2.0,1.0,49.5,2.0
6927,Super built-up  Area,1605.0,3.0,2.0,100.0,3.0
6928,Super built-up  Area,1250.0,2.0,2.0,82.0,2.0
6930,Built-up  Area,1260.0,2.0,2.0,76.0,3.0
6932,Super built-up  Area,1180.0,2.0,1.0,56.0,2.0
6933,Super built-up  Area,1255.0,2.0,2.0,50.19,3.0
6934,Super built-up  Area,1025.0,2.0,1.0,53.9,2.0
6935,Super built-up  Area,1877.0,4.0,2.0,150.0,3.0
6936,Built-up  Area,1649.0,3.0,2.0,150.0,3.0
6939,Built-up  Area,1542.0,3.0,2.0,98.0,3.0
6941,Built-up  Area,1012.0,2.0,0.0,42.0,2.0
6943,Super built-up  Area,1115.0,2.0,2.0,43.0,2.0
6944,Super built-up  Area,1680.0,4.0,3.0,95.0,3.0
6945,Super built-up  Area,1171.0,2.0,2.0,72.0,2.0
6946,Super built-up  Area,1027.0,2.0,1.0,68.62,2.0
6947,Super built-up  Area,1700.0,3.0,3.0,75.0,3.0
6948,Super built-up  Area,1090.0,2.0,2.0,38.15,2.0
6949,Super built-up  Area,1232.0,2.0,1.0,74.0,2.0
6950,Super built-up  Area,766.0,2.0,2.0,28.0,2.0
6952,Super built-up  Area,525.0,1.0,1.0,27.0,1.0
6954,Built-up  Area,1452.0,2.0,1.0,41.0,3.0
6955,Super built-up  Area,1254.0,2.0,1.0,65.0,3.0
6957,Super built-up  Area,1593.0,3.0,1.0,118.0,3.0
6958,Super built-up  Area,1333.0,2.0,2.0,77.27,2.0
6959,Built-up  Area,1100.0,3.0,1.0,110.0,3.0
6960,Super built-up  Area,1375.0,2.0,1.0,54.99,3.0
6961,Super built-up  Area,1650.0,3.0,3.0,82.0,3.0
6962,Super built-up  Area,1430.0,2.0,2.0,51.48,3.0
6963,Built-up  Area,940.0,2.0,1.0,54.0,2.0
6964,Super built-up  Area,435.0,1.0,1.0,21.0,1.0
6965,Super built-up  Area,1160.0,2.0,2.0,36.54,2.0
6966,Super built-up  Area,1500.0,2.0,1.0,77.5,3.0
6967,Super built-up  Area,1890.0,2.0,1.0,100.0,3.0
6968,Built-up  Area,1050.0,2.0,1.0,70.0,2.0
6973,Super built-up  Area,1459.0,2.0,1.0,95.0,3.0
6974,Super built-up  Area,1711.0,3.0,3.0,85.61,3.0
6975,Super built-up  Area,1250.0,2.0,2.0,98.0,2.0
6977,Plot  Area,875.0,2.0,1.0,57.0,2.0
6978,Built-up  Area,1334.0,2.0,1.0,67.0,2.0
6979,Built-up  Area,1140.0,2.0,1.0,32.92,2.0
6983,Super built-up  Area,2072.0,4.0,2.0,160.0,3.0
6986,Super built-up  Area,920.0,2.0,3.0,39.0,2.0
6987,Super built-up  Area,778.0,2.0,0.0,25.29,2.0
6988,Plot  Area,1310.0,3.0,3.0,95.0,4.0
6989,Super built-up  Area,1631.0,3.0,2.0,80.0,3.0
6990,Super built-up  Area,525.0,1.0,1.0,27.5,1.0
6991,Built-up  Area,1395.0,3.0,3.0,82.0,3.0
6992,Super built-up  Area,2000.0,3.0,2.0,105.0,3.0
6993,Super built-up  Area,1232.0,2.0,1.0,66.0,2.0
6994,Super built-up  Area,1075.0,2.0,1.0,55.0,2.0
6995,Super built-up  Area,1205.0,2.0,2.0,70.0,2.0
6998,Super built-up  Area,1179.0,2.0,1.0,55.0,3.0
6999,Super built-up  Area,1013.0,2.0,1.0,51.0,2.0
7000,Super built-up  Area,1160.0,2.0,2.0,40.6,2.0
7002,Super built-up  Area,1200.0,2.0,2.0,62.5,2.0
7004,Super built-up  Area,1255.0,2.0,3.0,50.19,3.0
7006,Built-up  Area,1069.0,2.0,1.0,55.0,2.0
7007,Plot  Area,1200.0,3.0,2.0,99.0,3.0
7009,Super built-up  Area,1065.0,2.0,2.0,55.0,2.0
7010,Built-up  Area,1395.0,2.0,0.0,75.0,2.0
7011,Built-up  Area,1725.0,2.0,1.0,165.0,3.0
7012,Built-up  Area,1007.0,2.0,2.0,43.0,2.0
7013,Built-up  Area,1436.0,2.0,2.0,55.0,3.0
7016,Plot  Area,1200.0,2.0,0.0,58.0,2.0
7017,Super built-up  Area,940.0,2.0,1.0,43.61,2.0
7023,Super built-up  Area,1829.0,3.0,2.0,125.0,3.0
7028,Super built-up  Area,675.0,1.0,1.0,15.0,2.0
7029,Super built-up  Area,1390.0,2.0,2.0,95.0,2.0
7030,Super built-up  Area,1500.0,3.0,2.0,104.0,3.0
7031,Super built-up  Area,2047.0,3.0,2.0,136.0,3.0
7032,Super built-up  Area,1202.0,2.0,1.0,79.0,2.0
7034,Super built-up  Area,2132.0,3.0,3.0,80.0,3.0
7037,Super built-up  Area,1331.0,2.0,1.0,88.0,2.0
7038,Plot  Area,1200.0,2.0,0.0,69.0,2.0
7040,Plot  Area,1200.0,2.0,1.0,136.0,2.0
7042,Plot  Area,600.0,2.0,1.0,50.0,3.0
7043,Super built-up  Area,1280.0,2.0,2.0,49.0,3.0
7044,Super built-up  Area,1007.0,2.0,1.0,62.0,2.0
7045,Super built-up  Area,1370.0,2.0,1.0,61.0,3.0
7046,Super built-up  Area,925.0,2.0,2.0,35.0,2.0
7047,Super built-up  Area,1500.0,2.0,0.0,75.0,2.0
7048,Built-up  Area,450.0,1.0,1.0,12.5,1.0
7049,Built-up  Area,1200.0,4.0,1.0,140.0,4.0
7050,Super built-up  Area,1341.0,2.0,1.0,95.0,2.0
7051,Super built-up  Area,1350.0,2.0,2.0,47.25,3.0
7052,Super built-up  Area,992.0,2.0,1.0,60.0,2.0
7053,Super built-up  Area,1163.0,2.0,2.0,68.0,2.0
7054,Super built-up  Area,1229.0,2.0,2.0,70.0,2.0
7055,Plot  Area,600.0,2.0,2.0,39.0,2.0
7056,Super built-up  Area,1219.0,2.0,1.0,61.26,2.0
7057,Super built-up  Area,1525.0,2.0,2.0,99.13,3.0
7058,Super built-up  Area,1147.0,2.0,1.0,60.0,2.0
7059,Super built-up  Area,1412.0,2.0,3.0,88.0,3.0
7061,Super built-up  Area,1044.0,2.0,1.0,34.77,2.0
7062,Super built-up  Area,1190.0,2.0,2.0,63.0,2.0
7063,Super built-up  Area,1240.0,2.0,2.0,65.0,3.0
7064,Super built-up  Area,1352.0,3.0,1.0,65.0,3.0
7066,Super built-up  Area,1330.0,2.0,2.0,39.9,3.0
7067,Super built-up  Area,1700.0,3.0,2.0,111.0,3.0
7068,Super built-up  Area,1355.0,2.0,1.0,67.0,2.0
7069,Super built-up  Area,1200.0,2.0,1.0,46.0,2.0
7070,Super built-up  Area,400.0,2.0,1.0,25.0,1.0
7072,Super built-up  Area,1615.0,3.0,2.0,50.87,3.0
7073,Super built-up  Area,1340.0,2.0,1.0,65.0,2.0
7076,Super built-up  Area,1080.0,2.0,1.0,52.0,2.0
7077,Super built-up  Area,1600.0,2.0,1.0,31.0,2.0
7078,Super built-up  Area,1200.0,2.0,0.0,34.0,2.0
7080,Built-up  Area,1780.0,3.0,0.0,110.0,3.0
7081,Built-up  Area,1605.0,3.0,2.0,65.0,3.0
7083,Plot  Area,646.0,2.0,1.0,65.0,3.0
7085,Plot  Area,900.0,2.0,0.0,49.0,2.0
7086,Built-up  Area,1830.0,3.0,1.0,88.0,3.0
7090,Built-up  Area,715.0,2.0,0.0,32.0,3.0
7091,Super built-up  Area,1230.0,2.0,2.0,31.37,3.0
7092,Super built-up  Area,1065.0,2.0,1.0,42.59,2.0
7095,Built-up  Area,900.0,2.0,0.0,65.0,3.0
7096,Super built-up  Area,946.0,2.0,2.0,45.0,2.0
7097,Super built-up  Area,1500.0,1.0,0.0,60.0,1.0
7098,Super built-up  Area,1711.0,3.0,1.0,110.0,3.0
7100,Super built-up  Area,950.0,2.0,1.0,25.65,2.0
7101,Super built-up  Area,1656.0,3.0,2.0,80.0,3.0
7103,Super built-up  Area,1752.12,3.0,2.0,133.0,3.0
7105,Super built-up  Area,1540.0,3.0,3.0,85.0,3.0
7107,Super built-up  Area,665.0,1.0,2.0,32.0,1.0
7109,Super built-up  Area,1145.0,2.0,1.0,54.0,2.0
7110,Super built-up  Area,1185.0,2.0,2.0,41.0,2.0
7112,Built-up  Area,1693.0,3.0,2.0,125.0,3.0
7115,Super built-up  Area,1155.0,2.0,1.0,40.6,2.0
7116,Super built-up  Area,1610.0,2.0,2.0,64.4,3.0
7117,Plot  Area,1200.0,3.0,2.0,56.58,3.0
7119,Built-up  Area,1709.0,3.0,1.0,80.0,3.0
7120,Plot  Area,600.0,4.0,0.0,60.0,4.0
7123,Super built-up  Area,1400.0,2.0,1.0,50.0,3.0
7124,Super built-up  Area,1200.0,2.0,1.0,42.0,2.0
7125,Super built-up  Area,1439.0,3.0,1.0,57.23,3.0
7126,Super built-up  Area,1375.0,2.0,2.0,72.0,2.0
7128,Super built-up  Area,1200.0,2.0,1.0,75.0,3.0
7129,Built-up  Area,1315.0,2.0,3.0,75.0,2.0
7130,Plot  Area,1500.0,2.0,0.0,40.0,2.0
7132,Super built-up  Area,1178.0,2.0,3.0,82.0,2.0
7133,Super built-up  Area,1430.0,3.0,2.0,59.0,3.0
7134,Super built-up  Area,1400.0,2.0,2.0,65.8,3.0
7135,Super built-up  Area,1093.0,2.0,2.0,72.0,2.0
7138,Built-up  Area,1200.0,2.0,0.0,130.0,3.0
7139,Built-up  Area,2210.0,3.0,2.0,156.0,3.0
7140,Super built-up  Area,1150.0,2.0,2.0,70.0,2.0
7141,Super built-up  Area,1435.0,2.0,1.0,60.0,3.0
7143,Super built-up  Area,1173.0,2.0,1.0,78.2,2.0
7144,Super built-up  Area,1140.0,2.0,1.0,39.0,2.0
7145,Super built-up  Area,1717.0,3.0,3.0,120.0,3.0
7147,Built-up  Area,1370.0,3.0,2.0,67.0,3.0
7148,Super built-up  Area,1025.0,2.0,1.0,90.0,2.0
7149,Super built-up  Area,1409.0,2.0,3.0,62.0,3.0
7150,Super built-up  Area,1200.0,2.0,1.0,52.0,2.0
7151,Super built-up  Area,1200.0,2.0,1.0,53.5,2.0
7152,Super built-up  Area,1740.0,4.0,3.0,130.0,3.0
7153,Super built-up  Area,1232.0,2.0,1.0,88.0,2.0
7154,Plot  Area,1200.0,2.0,1.0,36.0,2.0
7156,Super built-up  Area,1250.0,2.0,1.0,50.0,2.0
7158,Super built-up  Area,2100.0,4.0,2.0,85.0,4.0
7159,Super built-up  Area,552.0,1.0,1.0,23.5,1.0
7160,Super built-up  Area,1065.0,2.0,2.0,42.59,3.0
7162,Plot  Area,1225.0,2.0,0.0,65.0,2.0
7163,Built-up  Area,650.0,1.0,0.0,16.0,1.0
7164,Super built-up  Area,1067.0,2.0,2.0,52.0,2.0
7165,Super built-up  Area,1364.0,2.0,2.0,56.0,3.0
7166,Super built-up  Area,1750.0,3.0,3.0,75.0,3.0
7167,Super built-up  Area,1240.0,2.0,1.0,71.0,2.0
7170,Super built-up  Area,1504.0,2.0,2.0,102.0,3.0
7171,Super built-up  Area,1116.0,2.0,1.0,49.8,2.0
7173,Built-up  Area,1308.0,2.0,2.0,37.0,2.0
7174,Built-up  Area,864.0,2.0,0.0,45.0,2.0
7177,Super built-up  Area,1333.0,2.0,1.0,100.0,2.0
7178,Super built-up  Area,1800.0,4.0,1.0,145.0,4.0
7180,Super built-up  Area,1698.0,3.0,2.0,107.0,3.0
7181,Super built-up  Area,1275.0,2.0,2.0,43.6,3.0
7183,Super built-up  Area,1160.0,2.0,1.0,49.0,2.0
7185,Plot  Area,675.0,3.0,1.0,70.0,3.0
7187,Super built-up  Area,1310.0,2.0,1.0,66.0,2.0
7190,Super built-up  Area,2145.0,3.0,2.0,165.0,3.0
7191,Super built-up  Area,1693.0,3.0,1.0,125.0,3.0
7192,Super built-up  Area,1230.0,3.0,3.0,60.0,3.0
7195,Super built-up  Area,1150.0,2.0,1.0,60.0,2.0
7196,Super built-up  Area,1385.0,2.0,2.0,66.5,3.0
7197,Super built-up  Area,1066.0,2.0,2.0,52.5,2.0
7198,Super built-up  Area,2293.0,3.0,2.0,80.26,3.0
7199,Plot  Area,720.0,3.0,1.0,81.0,3.0
7200,Carpet  Area,1625.0,3.0,3.0,92.0,3.0
7205,Super built-up  Area,1000.0,2.0,1.0,70.65,2.0
7206,Super built-up  Area,907.0,2.0,2.0,38.0,2.0
7208,Super built-up  Area,1395.0,2.0,3.0,79.0,3.0
7209,Super built-up  Area,1180.0,2.0,2.0,50.0,2.0
7213,Super built-up  Area,1490.0,2.0,1.0,92.0,3.0
7214,Super built-up  Area,1144.0,2.0,2.0,67.0,2.0
7216,Super built-up  Area,1143.0,2.0,1.0,53.0,2.0
7219,Super built-up  Area,1044.0,2.0,1.0,60.0,2.0
7220,Super built-up  Area,1352.0,3.0,1.0,93.0,2.0
7221,Super built-up  Area,1552.0,3.0,3.0,75.0,3.0
7222,Built-up  Area,1785.0,3.0,2.0,120.0,3.0
7223,Super built-up  Area,810.0,2.0,2.0,34.5,2.0
7224,Super built-up  Area,1650.0,3.0,2.0,51.98,3.0
7225,Super built-up  Area,1595.0,3.0,2.0,70.39,3.0
7226,Super built-up  Area,1060.0,2.0,1.0,35.0,2.0
7227,Super built-up  Area,1410.0,2.0,3.0,65.0,3.0
7228,Super built-up  Area,1523.0,2.0,2.0,56.0,3.0
7229,Super built-up  Area,1591.0,3.0,1.0,122.0,3.0
7230,Super built-up  Area,1640.0,3.0,3.0,84.0,3.0
7231,Built-up  Area,450.0,1.0,0.0,16.0,1.0
7232,Super built-up  Area,1305.0,2.0,2.0,60.0,3.0
7233,Super built-up  Area,1590.0,3.0,1.0,54.0,3.0
7234,Built-up  Area,1240.0,2.0,3.0,45.0,2.0
7235,Super built-up  Area,1200.0,2.0,2.0,54.0,2.0
7236,Super built-up  Area,1100.0,2.0,1.0,41.16,2.0
7237,Super built-up  Area,1180.0,2.0,1.0,128.0,2.0
7239,Super built-up  Area,845.0,2.0,1.0,33.0,2.0
7241,Super built-up  Area,1310.0,2.0,2.0,45.0,3.0
7243,Built-up  Area,959.0,2.0,1.0,42.5,2.0
7247,Super built-up  Area,1390.0,2.0,2.0,70.21,2.0
7249,Super built-up  Area,1280.0,2.0,2.0,69.0,3.0
7252,Super built-up  Area,1000.0,2.0,0.0,58.0,2.0
7253,Super built-up  Area,1196.0,2.0,2.0,57.9,2.0
7254,Super built-up  Area,1220.0,3.0,2.0,57.0,3.0
7255,Super built-up  Area,950.0,2.0,1.0,31.95,2.0
7257,Super built-up  Area,1141.0,2.0,1.0,55.0,2.0
7258,Super built-up  Area,1200.0,2.0,2.0,51.0,2.0
7259,Super built-up  Area,1380.0,2.0,2.0,55.0,3.0
7260,Super built-up  Area,855.0,2.0,1.0,32.0,2.0
7262,Super built-up  Area,922.0,2.0,1.0,36.0,2.0
7263,Built-up  Area,1200.0,2.0,2.0,43.2,2.0
7265,Super built-up  Area,1070.0,2.0,2.0,42.0,2.0
7266,Super built-up  Area,1293.0,2.0,2.0,75.0,2.0
7267,Built-up  Area,1380.0,2.0,1.0,50.0,3.0
7268,Super built-up  Area,1599.0,3.0,2.0,80.0,3.0
7269,Super built-up  Area,967.0,2.0,2.0,41.1,2.0
7270,Super built-up  Area,1885.0,3.0,3.0,90.0,3.0
7271,Built-up  Area,860.0,2.0,2.0,65.5,2.0
7272,Plot  Area,1075.0,1.0,0.0,19.5,1.0
7273,Super built-up  Area,1050.0,2.0,1.0,63.5,2.0
7274,Super built-up  Area,1595.0,3.0,2.0,88.0,3.0
7275,Super built-up  Area,1350.0,2.0,2.0,102.0,2.0
7276,Built-up  Area,1204.0,2.0,2.0,45.0,2.0
7278,Super built-up  Area,1035.0,2.0,2.0,49.0,2.0
7279,Super built-up  Area,1000.0,2.0,1.0,29.95,2.0
7280,Super built-up  Area,1457.0,3.0,3.0,85.0,3.0
7282,Super built-up  Area,1100.0,2.0,1.0,66.0,2.0
7283,Super built-up  Area,1655.0,3.0,3.0,120.0,3.0
7284,Super built-up  Area,1691.2,3.0,1.0,115.0,3.0
7285,Super built-up  Area,1215.0,2.0,1.0,46.1,2.0
7286,Super built-up  Area,1155.0,2.0,0.0,50.125,2.0
7287,Super built-up  Area,1639.0,3.0,2.0,129.0,3.0
7288,Super built-up  Area,1685.0,3.0,1.0,135.0,3.0
7290,Super built-up  Area,1100.0,2.0,3.0,38.0,2.0
7291,Super built-up  Area,2122.0,3.0,2.0,125.0,3.0
7292,Super built-up  Area,1050.0,2.0,2.0,47.0,2.0
7293,Built-up  Area,1230.0,2.0,2.0,45.0,2.0
7294,Super built-up  Area,1240.0,3.0,2.0,60.0,3.0
7295,Built-up  Area,1252.0,2.0,3.0,65.0,3.0
7296,Super built-up  Area,1374.0,2.0,2.0,88.0,3.0
7297,Super built-up  Area,500.0,1.0,1.0,30.0,1.0
7300,Super built-up  Area,1040.0,2.0,3.0,45.0,2.0
7301,Super built-up  Area,1350.0,2.0,2.0,68.0,2.0
7304,Super built-up  Area,1560.0,3.0,1.0,90.0,3.0
7305,Super built-up  Area,1151.0,2.0,1.0,43.16,2.0
7306,Super built-up  Area,1360.0,2.0,2.0,47.59,3.0
7307,Super built-up  Area,1250.0,2.0,2.0,60.0,2.0
7308,Super built-up  Area,1110.0,2.0,2.0,29.97,3.0
7309,Built-up  Area,1015.0,2.0,2.0,50.0,2.0
7310,Super built-up  Area,1351.0,2.0,2.0,78.0,3.0
7311,Super built-up  Area,960.0,2.0,2.0,50.0,2.0
7312,Super built-up  Area,1110.0,2.0,2.0,52.0,2.0
7313,Built-up  Area,1680.0,3.0,2.0,72.0,3.0
7316,Built-up  Area,1350.0,3.0,2.0,48.6,3.0
7317,Super built-up  Area,1254.0,2.0,2.0,47.0,2.0
7318,Super built-up  Area,1255.0,3.0,2.0,115.0,3.0
7319,Super built-up  Area,1051.0,2.0,3.0,61.0,2.0
7321,Built-up  Area,1099.0,2.0,2.0,65.0,2.0
7323,Built-up  Area,2000.0,2.0,1.0,160.0,4.0
7324,Super built-up  Area,1541.0,2.0,2.0,130.0,2.0
7326,Built-up  Area,1125.0,2.0,2.0,45.0,2.0
7327,Super built-up  Area,1650.0,3.0,2.0,85.0,3.0
7328,Super built-up  Area,834.0,1.0,1.0,62.0,1.0
7329,Super built-up  Area,1320.0,3.0,2.0,60.0,3.0
7332,Super built-up  Area,1500.0,3.0,2.0,74.0,3.0
7335,Plot  Area,600.0,1.0,0.0,52.0,1.0
7336,Super built-up  Area,1180.0,2.0,2.0,70.0,2.0
7337,Super built-up  Area,1010.0,2.0,1.0,50.0,2.0
7338,Super built-up  Area,1070.0,2.0,1.0,38.0,2.0
7339,Super built-up  Area,1580.0,3.0,3.0,105.0,3.0
7343,Super built-up  Area,1200.0,2.0,1.0,76.0,3.0
7344,Built-up  Area,1040.0,2.0,2.0,45.0,2.0
7345,Super built-up  Area,1430.0,2.0,2.0,90.0,3.0
7347,Super built-up  Area,650.0,1.0,1.0,70.0,1.0
7348,Super built-up  Area,1564.0,3.0,1.0,105.0,3.0
7349,Built-up  Area,800.0,2.0,1.0,52.0,3.0
